stock_code,description,category,units_sold,revenue,est_profit,n_orders,first_sold,last_sold,sales_velocity,days_since_sale,movement,restock_recommended
21319,GLASS CHALICE GREEN  SMALL,Other,508,743.6099999999999,156.87000000000006,65,2009-12-07 13:35:00,2011-04-10 13:36:00,7.271983640081799,242,Dormant,False
21320,GLASS CHALICE GREEN  LARGE,Other,398,913.34,202.9100000000001,56,2009-12-01 12:32:00,2011-04-07 13:09:00,5.66260162601626,245,Dormant,False
21321,GLASS CHALICE BLUE  LARGE,Other,122,301.8,84.03000000000003,18,2009-12-01 12:32:00,2010-04-09 12:33:00,6.62015503875969,609,Dormant,False
21322,GLASS SPHERE CANDLE STAND LARGE,Candles & Fragrance,301,590.45,-810.705,14,2009-12-09 13:11:00,2010-01-11 14:35:00,63.84848484848485,696,Dormant,False
21323,HANGING MEDINA LANTERN LARGE,Lighting,740,2506.89,305.3900000000002,80,2009-12-02 09:50:00,2010-07-23 08:24:00,22.327586206896548,504,Dormant,False
21324,HANGING MEDINA LANTERN SMALL,Lighting,1014,2845.71,751.8000000000001,175,2009-12-03 16:12:00,2011-05-09 16:37:00,13.597701149425289,213,Dormant,False
21326,AGED GLASS SILVER T-LIGHT HOLDER,Candles & Fragrance,17770,11593.86,3508.510000000001,643,2009-12-01 11:37:00,2011-12-09 11:56:00,168.55013550135502,0,Fast,True
21327,SKULLS WRITING SET,Other,1926,3378.51,1153.9800000000002,495,2009-12-02 12:13:00,2011-12-09 10:26:00,18.317934782608692,0,Medium,False
21328,BALLOONS  WRITING SET,Other,2441,4612.63,1793.2750000000003,643,2009-12-01 14:28:00,2011-12-09 11:34:00,23.184531886024423,0,Medium,False
21329,DINOSAURS  WRITING SET,Other,2082,3760.66,1355.9500000000005,555,2009-12-01 09:24:00,2011-12-09 11:34:00,19.747967479674795,0,Medium,False
21330,WOODLAND ANIMAL  WRITING SET,Other,1452,2454.07,777.0100000000002,201,2009-12-01 14:28:00,2010-11-07 15:58:00,29.806451612903224,396,Dormant,False
21331,MOROCCAN BEATEN METAL DISH LARGE,Other,110,946.68,-35.069999999999894,30,2009-12-06 10:26:00,2011-11-16 15:52:00,1.084507042253521,22,Slow,False
21332,MOROCCAN BEATEN METAL MIRROR,Home Decor,270,1644.17,-765.5799999999997,50,2009-12-04 13:22:00,2011-08-15 14:51:00,3.0533117932148626,115,Dormant,False
21333,CLASSIC WHITE FRAME,Home Decor,1057,3192.09,1009.3850000000002,222,2009-12-01 09:06:00,2011-04-05 12:37:00,15.1,248,Dormant,False
21335,LIBRARY LAMP,Lighting,42,989.62,344.29,28,2009-12-01 13:48:00,2010-05-18 16:43:00,1.75,569,Dormant,False
21336,GOLD WASHBAG,Bags & Accessories,1823,527.5600000000001,-3236.9350000000004,43,2009-12-04 09:43:00,2011-06-29 15:58:00,22.30944055944056,162,Dormant,False
21337,SILVER WASHBAG,Bags & Accessories,33,103.53000000000002,35.385000000000005,12,2009-12-02 12:47:00,2010-11-30 12:29:00,0.638121546961326,374,Dormant,False
21338,MARAKESH LANTERN SMALL,Lighting,199,873.25,44.415,13,2009-12-05 12:02:00,2010-04-13 14:27:00,10.798449612403102,604,Dormant,False
21339,MARAKESH LANTERN LARGE,Lighting,30,544.5,125.55000000000004,12,2009-12-08 11:07:00,2010-07-14 11:52:00,0.963302752293578,513,Dormant,False
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,Garden & Outdoor,1758,19194.13,3503.9800000000014,419,2009-12-02 09:57:00,2011-12-07 12:55:00,16.742857142857144,1,Medium,False
21341,KASBAH LANTERN WITH GLASS,Lighting,72,410.64,176.28000000000003,29,2009-12-02 09:50:00,2010-10-01 13:40:00,1.6633663366336635,433,Dormant,False
21343,GOLD JEWELERY BOX,Jewellery,20,92.0,36.7,3,2009-12-09 14:01:00,2010-02-11 15:02:00,2.1875,665,Dormant,False
21344,MOROCCAN BEATEN METAL DISH,Other,166,749.82,-406.36999999999983,26,2009-12-01 13:07:00,2011-12-08 12:54:00,1.578804347826087,0,Slow,False
21347,GOTHIC CARRIAGE LANTERN,Lighting,8,47.6,14.28,4,2009-12-02 09:57:00,2010-04-01 16:40:00,0.4666666666666667,616,Dormant,False
21348,PINK SPOTS CHOCOLATE NESTING BOXES,Home Decor,842,2030.84,292.11000000000007,133,2009-12-01 14:28:00,2011-01-26 10:51:00,14.033333333333331,317,Dormant,False
21349,IVY HEART WREATH,Home Decor,553,4010.73,1397.8050000000003,171,2009-12-01 14:50:00,2011-11-01 15:55:00,5.53,37,Slow,False
21350,GINGHAM HEART WREATH,Home Decor,225,647.7500000000001,183.12500000000003,42,2009-12-02 14:21:00,2010-11-05 11:17:00,4.673590504451038,399,Dormant,False
21351,CINAMMON & ORANGE WREATH,Other,1099,3702.75,-1490.0249999999994,177,2009-12-01 09:08:00,2011-12-09 12:20:00,10.424119241192413,0,Slow,False
21352,EUCALYPTUS & PINECONE  WREATH,Other,880,3110.28,-530.2799999999995,158,2009-12-01 09:08:00,2011-11-15 16:42:00,8.627450980392156,23,Slow,False
21353,SILVER SLEIGHBELL  WREATH,Other,19,160.45,54.71500000000002,9,2009-12-01 12:02:00,2009-12-22 15:01:00,6.333333333333333,716,Dormant,False
21354,TOAST ITS - BEST MUM,Other,2476,2979.46,812.96,217,2009-12-02 09:47:00,2011-12-01 11:18:00,23.77503429355281,8,Medium,False
21355,TOAST ITS - I LOVE YOU,Other,3452,4218.05,1197.55,341,2009-12-01 15:26:00,2011-12-09 11:34:00,32.78697421981004,0,Medium,False
21356,TOAST ITS - FAIRY FLOWER,Other,1592,2014.16,621.16,349,2009-12-01 12:13:00,2011-12-09 10:03:00,15.120759837177747,0,Medium,False
21357,TOAST ITS - DINOSAUR,Other,1388,1827.76,613.26,211,2009-12-01 12:13:00,2011-03-28 12:52:00,20.15767634854772,255,Dormant,False
21358,TOAST ITS - HAPPY BIRTHDAY,Other,1129,1398.71,410.835,222,2009-12-02 14:55:00,2011-12-08 09:20:00,10.752380952380951,1,Slow,False
21359,RELAX LARGE WOOD LETTERS,Other,208,2116.48,-205.83999999999983,73,2009-12-02 10:09:00,2011-08-11 14:54:00,2.359805510534846,119,Dormant,False
21360,JOY LARGE WOOD LETTERS,Other,441,2790.41,-281.15499999999963,100,2009-12-01 09:08:00,2011-06-06 15:31:00,5.592391304347826,185,Dormant,False
21361,LOVE LARGE WOOD LETTERS,Other,556,7361.74,2399.4400000000005,286,2010-02-11 12:31:00,2011-07-22 17:21:00,7.399239543726236,139,Dormant,False
21363,HOME SMALL WOOD LETTERS,Other,984,5296.4800000000005,1886.9200000000003,401,2010-01-05 14:32:00,2011-09-25 14:33:00,10.96815286624204,74,Slow,False
21364,PEACE SMALL WOOD LETTERS,Other,468,3407.7200000000003,1196.42,167,2009-12-01 09:08:00,2011-10-13 12:38:00,4.81057268722467,57,Slow,False
21365,MIRRORED WALL ART STARS,Home Decor,469,707.9200000000001,-260.56499999999994,77,2009-12-07 13:35:00,2011-12-08 19:24:00,4.491108071135431,0,Slow,False
21366,MIRRORED WALL ART PHOTO FRAMES,Home Decor,238,1140.0,431.9500000000001,77,2009-12-10 10:47:00,2011-12-07 15:07:00,2.291609353507565,1,Slow,False
21367,MIRRORED WALL ART GENTS,Home Decor,211,278.48,-98.15499999999996,60,2009-12-08 15:49:00,2011-12-05 17:17:00,2.031636863823934,3,Slow,False
21368,MIRRORED WALL ART LADIES,Home Decor,201,212.04,106.515,47,2009-12-08 15:49:00,2011-12-05 11:31:00,1.93801652892562,4,Slow,False
21369,MIRRORED WALL ART SPLODGES,Home Decor,133,225.36,108.985,22,2009-12-23 12:07:00,2011-12-05 11:31:00,1.309423347398031,4,Slow,False
21370,MIRRORED WALL ART FOXY,Home Decor,54,251.97,11.94000000000004,22,2009-12-06 15:08:00,2011-12-07 16:56:00,0.5170998632010944,1,Slow,False
21371,MIRRORED WALL ART POPPIES,Home Decor,404,556.01,-165.1299999999999,64,2009-12-01 11:37:00,2011-12-08 19:24:00,3.8371777476255087,0,Slow,False
21372,MIRRORED WALL ART TABLE LAMP,Lighting,156,267.01,-1.6219999999999937,50,2009-12-02 14:36:00,2011-11-28 15:54:00,1.5041322314049588,10,Slow,False
21373,MIRRORED WALL ART SNOWFLAKES,Home Decor,636,548.89,214.99000000000004,61,2009-12-04 15:16:00,2011-12-07 15:07:00,6.081967213114754,1,Slow,False
21374,MIRRORED WALL ART SKULLS,Home Decor,470,809.67,398.42,71,2009-12-18 17:15:00,2011-12-01 11:10:00,4.620786516853933,8,Slow,False
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM,Other,134,817.6,-194.5019999999999,61,2009-12-01 12:13:00,2011-12-04 10:11:00,1.2814207650273224,5,Slow,False
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL,Other,183,849.91,151.76500000000004,46,2009-12-06 11:58:00,2011-12-04 10:11:00,1.762035763411279,5,Slow,False
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,Other,518,742.56,-450.394,98,2009-12-01 12:13:00,2011-12-08 09:28:00,4.926630434782609,1,Slow,False
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,Other,560,728.9699999999999,82.17000000000009,88,2009-12-07 17:56:00,2011-12-09 10:03:00,5.362517099863201,0,Slow,False
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,Other,641,705.46,-398.342,125,2009-12-01 12:13:00,2011-12-09 10:03:00,6.088195386702849,0,Slow,False
21380,WOODEN HAPPY BIRTHDAY GARLAND,Other,5031,14593.320000000002,4204.305,651,2009-12-03 11:51:00,2011-12-02 10:22:00,48.375,7,Medium,False
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,Other,5104,8568.0,2529.9680000000008,532,2009-12-03 17:57:00,2011-12-06 11:58:00,48.80874316939891,3,Medium,False
21382,SET/4 SPRING FLOWER DECORATION,Jewellery,1238,1665.66,253.1020000000003,152,2010-05-16 15:52:00,2011-12-01 12:01:00,15.39253996447602,8,Medium,False
21383,PACK OF 12 STICKY BUNNIES,Other,2204,1590.43,587.6100000000001,323,2009-12-09 09:51:00,2011-12-09 10:03:00,21.134246575342463,0,Medium,False
21384,IVORY HANGING DECORATION  BUTTERFLY,Home Decor,1917,1810.19,669.575,150,2009-12-02 14:36:00,2010-05-19 15:10:00,79.875,568,Dormant,False
21385,IVORY HANGING DECORATION  HEART,Home Decor,10832,9358.94,2913.9,690,2009-12-01 13:38:00,2011-12-08 09:28:00,103.02173913043478,1,Fast,True
21386,IVORY HANGING DECORATION  EGG,Kitchen & Dining,1148,680.78,-2.279999999999979,105,2010-01-11 14:39:00,2011-12-04 12:32:00,11.629522431259046,5,Slow,False
21387,IVORY HANGING DECORATION  RABBIT,Home Decor,25,21.25,6.375,4,2010-02-23 13:03:00,2010-03-01 15:05:00,25.0,647,Dormant,False
21388,IVORY HANGING DECORATION  CHICKEN,Home Decor,311,290.17,105.125,29,2009-12-02 15:04:00,2010-03-29 16:47:00,18.606837606837605,619,Dormant,False
21389,IVORY HANGING DECORATION  BIRD,Garden & Outdoor,2299,2008.09,640.185,261,2009-12-03 16:21:00,2011-12-04 13:55:00,22.04520547945205,4,Medium,False
21390,FILIGRIS HEART WITH BUTTERFLY,Home Decor,10937,13552.97,3983.095,588,2009-12-02 13:57:00,2011-12-08 09:20:00,104.16190476190476,1,Fast,True
21391,FRENCH LAVENDER SCENT HEART,Candles & Fragrance,1417,1811.89,-271.1,175,2009-12-02 13:00:00,2011-11-21 11:57:00,13.814763231197771,18,Medium,False
21392,RED SPOTTY PUDDING BOWL,Kitchen & Dining,7545,1478.13,-9613.02,48,2009-12-03 15:35:00,2011-03-17 19:01:00,112.61194029850746,266,Dormant,False
21393,BLUE  SPOTTY PUDDING BOWL,Kitchen & Dining,5244,1172.8100000000002,-6535.869999999999,43,2010-01-08 16:29:00,2011-03-28 12:23:00,82.86230248306998,256,Dormant,False
21394,RED POLKADOT BEAKER,Other,4005,1864.63,771.2650000000002,150,2010-01-26 10:09:00,2011-11-13 11:55:00,42.73628048780488,26,Medium,False
21395,BLUE POLKADOT BEAKER,Other,2968,1401.6,591.3360000000001,115,2009-12-07 13:35:00,2011-11-03 16:56:00,29.85057471264368,35,Medium,False
21396,RED SPOTTY EGG CUP,Kitchen & Dining,948,1205.25,375.75,77,2009-12-01 14:28:00,2010-05-16 11:24:00,40.21818181818182,572,Dormant,False
21397,BLUE  SPOTTY EGG CUP,Kitchen & Dining,2157,2017.74,130.36499999999998,180,2009-12-04 09:43:00,2011-05-09 16:30:00,28.98080614203455,213,Dormant,False
21398,RED POLKADOT COFFEE  MUG,Kitchen & Dining,2295,2231.9,-1141.75,126,2009-12-01 14:40:00,2011-04-19 16:52:00,31.875,233,Dormant,False
21399,BLUE POLKADOT COFFEE MUG,Kitchen & Dining,2378,1550.44,-1162.8579999999995,118,2009-12-04 12:37:00,2011-06-05 10:50:00,30.43144424131627,187,Dormant,False
21400,RED PUDDING SPOON,Other,1078,213.07,-103.862,91,2009-12-07 13:59:00,2011-12-08 16:30:00,10.322845417236662,0,Slow,False
21401,BLUE PUDDING SPOON,Other,1437,315.7,-106.778,121,2009-12-07 13:59:00,2011-12-08 16:30:00,13.760601915184678,0,Medium,False
21402,RED  EGG  SPOON,Kitchen & Dining,1698,333.42,-165.792,151,2009-12-03 07:57:00,2011-12-09 10:03:00,16.149456521739133,0,Medium,False
21403,BLUE EGG  SPOON,Kitchen & Dining,2319,523.0699999999999,-158.716,157,2009-12-03 07:57:00,2011-12-08 16:30:00,22.085714285714285,0,Medium,False
21406,SPOTTY CAT DOORSTOP,Other,1,8.65,2.5950000000000006,1,2009-12-14 17:16:00,2009-12-14 17:16:00,1.0,724,Dormant,False
21407,BROWN CHECK CAT DOORSTOP,Other,1294,5883.33,2033.6800000000003,453,2009-12-01 12:14:00,2011-11-22 11:18:00,12.580555555555556,17,Medium,False
21408,SPOTTY PINK DUCK DOORSTOP,Other,703,3045.31,953.8850000000002,240,2009-12-02 14:36:00,2011-12-09 10:03:00,6.686141304347826,0,Slow,False
21409,SPOTTY COCKEREL DOORSTOP,Other,1,4.25,1.2750000000000004,1,2010-01-18 13:34:00,2010-01-18 13:34:00,1.0,689,Dormant,False
21410,COUNTRY COTTAGE  DOORSTOP GREEN,Other,312,1458.28,530.0800000000002,150,2009-12-01 09:24:00,2010-12-07 15:32:00,5.886792452830188,366,Dormant,False
21411,GINGHAM HEART  DOORSTOP RED,Home Decor,2090,8352.94,2135.1900000000005,624,2009-12-01 09:24:00,2011-12-09 10:26:00,19.823848238482384,0,Medium,False
21412,VINTAGE GOLD TINSEL REEL,Home Decor,275,279.0,198.15,67,2009-12-01 13:41:00,2010-11-21 10:38:00,5.437853107344633,383,Dormant,False
21413,PERIWINKLE T-LIGHT HOLDER,Candles & Fragrance,3162,1131.14,-1635.61,52,2009-12-08 15:49:00,2011-11-13 15:29:00,31.44034090909091,25,Medium,False
21414,SCALLOP SHELL SOAP DISH,Other,1637,870.89,-1535.4999999999998,36,2009-12-07 18:02:00,2011-02-22 16:13:00,25.984126984126984,289,Dormant,False
21415,CLAM SHELL SMALL,Other,348,726.1600000000001,214.6,82,2009-12-09 09:42:00,2011-12-08 15:31:00,3.341563786008231,0,Slow,False
21416,CLAM SHELL LARGE,Other,751,603.0600000000001,-1368.315,22,2009-12-13 15:17:00,2011-03-22 16:08:00,11.329741379310343,261,Dormant,False
21417,COCKLE SHELL DISH,Other,502,1023.9,285.96000000000004,118,2009-12-01 13:31:00,2011-12-09 11:56:00,4.76797829036635,0,Slow,False
21418,STARFISH SOAP DISH,Other,194,533.8399999999999,187.55000000000004,66,2009-12-06 10:51:00,2011-12-07 13:53:00,1.8577291381668943,1,Slow,False
21419,CONCH SHELL,Other,1259,577.6899999999999,-2727.185,19,2009-12-01 14:55:00,2010-07-14 17:13:00,39.16888888888889,512,Dormant,False
21420,OYSTER TRINKET BOX,Home Decor,120,332.16,59.16000000000001,31,2010-01-04 13:36:00,2011-12-07 16:47:00,1.1965811965811963,1,Slow,False
21421,PORCELAIN ROSE LARGE,Other,1792,2144.48,576.48,105,2009-12-06 11:58:00,2011-05-24 14:00:00,23.490636704119847,198,Dormant,False
21422,PORCELAIN ROSE SMALL,Other,3160,2619.17,738.97,147,2009-12-03 17:04:00,2011-11-28 15:54:00,30.552486187845304,10,Medium,False
21424,WOODLAND STORAGE BOX LARGE,Home Decor,955,2861.64,-1089.1949999999997,142,2009-12-01 12:52:00,2011-10-25 17:31:00,9.646464646464649,44,Slow,False
21425,SKULLS STORAGE BOX LARGE,Home Decor,505,1274.93,232.10500000000005,95,2009-12-02 12:13:00,2011-12-06 16:34:00,4.816076294277929,2,Slow,False
21426,WOODLAND STORAGE BOX SMALL,Home Decor,1028,1647.0700000000002,135.91000000000008,99,2009-12-01 12:52:00,2011-12-05 11:48:00,9.81718963165075,4,Slow,False
21427,SKULLS STORAGE BOX SMALL,Home Decor,507,999.06,253.77000000000004,119,2009-12-03 12:28:00,2011-12-06 16:34:00,4.84174624829468,2,Slow,False
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,Stationery & Craft,2883,11762.93,3186.005000000001,465,2009-12-01 09:46:00,2011-12-06 14:35:00,27.457142857142856,2,Medium,False
21429,RED GINGHAM ROSE JEWELLERY BOX,Jewellery,6359,11342.25,3997.605000000001,997,2009-12-01 11:51:00,2011-12-08 16:30:00,60.39755766621438,0,Fast,True
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,Home Decor,4621,18044.97,5914.845,814,2009-12-01 09:46:00,2011-12-09 10:26:00,43.830623306233065,0,Medium,False
21431,GREEN GINGHAM FLOWER JEWELLERY BOX,Jewellery,1483,2511.36,798.4950000000001,278,2009-12-01 11:51:00,2010-11-16 13:04:00,29.66,387,Dormant,False
21432,SET OF 3 CASES WOODLAND DESIGN,Home Decor,942,5435.91,1512.4800000000002,237,2009-12-01 12:52:00,2010-11-19 13:07:00,18.679886685552407,384,Dormant,False
21437,24 HANGING EASTER EGGS FLORAL TUB,Christmas & Seasonal,677,2350.92,573.7950000000001,109,2009-12-08 18:18:00,2010-03-28 15:16:00,43.477064220183486,620,Dormant,False
21438,TUB 24 HANGING EASTER EGGS SPOTTY,Christmas & Seasonal,373,1229.8200000000002,250.69500000000005,36,2009-12-03 10:20:00,2010-03-18 19:29:00,24.866666666666667,630,Dormant,False
21439,BASKET OF TOADSTOOLS,Other,2259,2837.54,860.915,240,2009-12-01 12:52:00,2011-12-08 13:50:00,21.45590230664857,0,Medium,False
21440,12 MINI TOADSTOOL PEGS,Other,472,597.56,184.56,95,2009-12-01 12:13:00,2010-07-01 16:48:00,15.58490566037736,525,Dormant,False
21441,BLUE BIRDHOUSE DECORATION,Garden & Outdoor,928,655.4599999999999,103.3,133,2009-12-13 12:04:00,2011-12-08 14:53:00,8.96,0,Slow,False
21442,GREEN BIRDHOUSE DECORATION,Garden & Outdoor,973,704.9699999999999,126.035,136,2009-12-15 18:33:00,2011-12-08 15:54:00,9.433518005540169,0,Slow,False
21443,OLIVE CHALET BIRDFEEDER,Garden & Outdoor,257,727.9300000000001,53.305,26,2009-12-04 09:43:00,2010-03-30 13:35:00,15.50862068965517,618,Dormant,False
21444,BLUE CHALET BIRDFEEDER,Garden & Outdoor,291,902.03,138.155,36,2009-12-01 14:28:00,2010-04-26 10:57:00,14.048275862068964,592,Dormant,False
21445,12 PINK ROSE PEG PLACE SETTINGS,Other,1519,1887.23,558.105,146,2009-12-01 14:28:00,2011-07-22 13:53:00,17.810720268006698,139,Dormant,False
21446,12 RED ROSE PEG PLACE SETTINGS,Other,1258,1669.83,569.08,232,2009-12-03 16:54:00,2011-12-08 19:28:00,11.98095238095238,0,Slow,False
21447,12 IVORY ROSE PEG PLACE SETTINGS,Other,2776,3842.63,1413.63,336,2009-12-03 16:54:00,2011-09-21 15:43:00,29.6219512195122,78,Medium,False
21448,12 DAISY PEGS IN WOOD BOX,Home Decor,955,1640.1699999999998,537.1450000000001,211,2009-12-02 10:00:00,2011-10-16 12:06:00,9.78770131771596,54,Slow,False
21450,DISTRESSED CANDLE STICK WHITE,Candles & Fragrance,13,77.35,23.205,3,2009-12-03 12:10:00,2009-12-20 11:25:00,5.6875,719,Dormant,False
21452,TOADSTOOL MONEY BOX,Home Decor,1875,5731.330000000001,1859.4550000000004,408,2010-03-18 13:10:00,2011-12-08 16:30:00,20.83333333333333,0,Medium,False
21454,PAINTED PINK RABBIT,Other,937,807.5999999999999,250.085,194,2010-01-11 09:37:00,2011-12-08 09:20:00,9.437410071942445,1,Slow,False
21455,PAINTED YELLOW WOODEN DAISY,Other,901,797.27,261.175,167,2010-01-28 09:09:00,2011-12-07 13:12:00,9.3023598820059,1,Slow,False
21456,2 PICTURE BOOK EGGS EASTER CHICKS,Christmas & Seasonal,738,776.05,130.29999999999998,65,2009-12-04 16:12:00,2011-12-07 14:39:00,7.057377049180328,1,Slow,False
21457,2 PICTURE BOOK EGGS EASTER DUCKS,Christmas & Seasonal,685,716.0,116.625,65,2009-12-04 16:12:00,2011-11-09 15:09:00,6.811079545454546,29,Slow,False
21458,2 PICTURE BOOK EGGS EASTER BUNNY,Christmas & Seasonal,768,849.24,177.23999999999998,88,2009-12-04 16:12:00,2011-11-09 15:09:00,7.636363636363637,29,Slow,False
21459,YELLOW EASTER EGG HUNT START POST,Christmas & Seasonal,263,520.55,161.55499999999998,44,2010-01-28 10:08:00,2011-04-18 14:50:00,4.1370786516853935,234,Dormant,False
21460,GREEN EASTER EGG HUNT START POST,Christmas & Seasonal,113,249.65,95.405,27,2010-01-29 09:21:00,2011-03-23 11:48:00,1.892344497607656,261,Dormant,False
21461,BLUE EASTER EGG HUNT START POST,Christmas & Seasonal,82,171.04,59.11,23,2010-01-29 09:21:00,2011-04-06 17:08:00,1.3287037037037035,246,Dormant,False
21462,"NURSERY A,B,C PAINTED LETTERS",Other,413,2425.41,473.9850000000002,171,2009-12-04 12:33:00,2011-12-09 10:20:00,3.938692098092643,0,Slow,False
21463,MIRRORED DISCO BALL,Home Decor,1349,7484.81,1866.225,302,2009-12-01 13:19:00,2011-12-07 10:11:00,12.847619047619048,2,Medium,False
21464,DISCO BALL ROTATOR BATTERY OPERATED,Other,539,2286.75,683.2250000000001,217,2009-12-02 11:18:00,2011-12-01 14:38:00,5.175582990397805,7,Slow,False
21465,PINK FLOWER CROCHET FOOD COVER,Other,793,2875.6400000000003,794.0150000000001,187,2009-12-01 13:29:00,2011-12-01 12:55:00,7.614540466392318,7,Slow,False
21466,RED FLOWER CROCHET FOOD COVER,Other,927,3479.79,1046.415,275,2009-12-01 13:29:00,2011-12-08 16:30:00,8.80461329715061,0,Slow,False
21467,CHERRY CROCHET FOOD COVER,Other,1025,3263.75,573.125,254,2009-12-01 13:29:00,2011-12-09 10:03:00,9.735413839891452,0,Slow,False
21468,BUTTERFLY CROCHET FOOD COVER,Other,669,2361.39,605.265,142,2009-12-02 14:06:00,2011-11-29 13:06:00,6.4504132231404965,9,Slow,False
21469,POLKA DOT RAFFIA FOOD COVER,Other,1165,3482.01,423.8850000000001,210,2009-12-01 14:35:00,2011-12-07 08:45:00,11.095238095238097,2,Slow,False
21470,FLOWER VINE RAFFIA FOOD COVER,Other,1102,4190.93,1298.18,319,2009-12-01 11:21:00,2011-12-08 09:20:00,10.480978260869566,1,Slow,False
21471,STRAWBERRY RAFFIA FOOD COVER,Other,1406,5095.63,1404.88,319,2009-12-01 13:29:00,2011-12-09 10:03:00,13.354138398914518,0,Medium,False
21472,LADYBIRD + BEE RAFFIA FOOD COVER,Garden & Outdoor,1056,4077.82,1305.82,285,2009-12-01 11:17:00,2011-07-15 15:32:00,12.50761421319797,146,Dormant,False
21473,SWEETHEART CREAM STEEL TABLE RECT,Home Decor,157,3212.16,1019.6550000000002,90,2009-12-13 10:48:00,2011-11-20 15:35:00,1.5544554455445545,18,Slow,False
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,Home Decor,210,4189.5,1256.8500000000004,94,2010-01-21 14:30:00,2010-09-12 11:29:00,6.309012875536481,453,Dormant,False
21475,SWEETHEART CREAM STEEL FOLDIN CHAIR,Home Decor,1,14.95,4.485000000000001,1,2009-12-16 17:40:00,2009-12-16 17:40:00,1.0,722,Dormant,False
21476,STEEL SWEETHEART ROUND TABLE CREAM,Home Decor,142,2219.51,733.4800000000001,85,2010-01-19 10:01:00,2011-10-19 13:58:00,1.5579937304075235,50,Slow,False
21477,STRING OF 20 ROSE LIGHTS,Jewellery,273,3248.94,812.4150000000002,45,2009-12-01 13:07:00,2010-03-31 14:12:00,15.925,617,Dormant,False
21478,SILVER SKULL HOT WATER BOTTLE,Kitchen & Dining,204,854.23,318.73,92,2009-12-01 14:45:00,2010-10-31 16:16:00,4.275449101796407,403,Dormant,False
21479,WHITE SKULL HOT WATER BOTTLE,Kitchen & Dining,6219,31079.8,14754.925,930,2009-12-01 11:17:00,2011-12-09 11:56:00,58.98780487804878,0,Fast,True
21480,PINK STRIPE HOT WATER BOTTLE,Kitchen & Dining,285,899.5200000000001,310.995,57,2009-12-01 12:13:00,2009-12-22 15:13:00,95.0,716,Dormant,False
21481,FAWN BLUE HOT WATER BOTTLE,Kitchen & Dining,8174,25613.45,8734.14,1050,2009-12-01 10:52:00,2011-12-09 11:59:00,77.53116531165311,0,Fast,True
21482,MUSHROOM BLUE HOT WATER BOTTLE,Kitchen & Dining,740,2296.76,768.6600000000001,184,2009-12-01 10:59:00,2010-10-17 16:17:00,16.1875,417,Dormant,False
21484,CHICK GREY HOT WATER BOTTLE,Kitchen & Dining,4584,18171.14,7100.780000000001,864,2009-12-01 10:59:00,2011-12-09 10:23:00,43.53867028493894,0,Medium,False
21485,RETROSPOT HEART HOT WATER BOTTLE,Kitchen & Dining,7593,37078.67,10768.925,1385,2009-12-01 10:06:00,2011-12-09 11:26:00,72.02032520325203,0,Fast,True
21486,PINK HEART DOTS HOT WATER BOTTLE,Kitchen & Dining,1116,3638.67,709.17,294,2009-12-01 12:14:00,2010-12-07 18:36:00,21.056603773584907,366,Dormant,False
21488,RED WHITE SCARF  HOT WATER BOTTLE,Kitchen & Dining,2384,9784.58,3192.82,359,2009-12-01 12:14:00,2011-03-01 09:55:00,36.75770925110132,283,Dormant,False
21489,BLUE WHITE SCARF HOT WATER BOTTLE,Kitchen & Dining,28,157.60000000000002,80.18,14,2009-12-01 11:45:00,2010-02-17 16:00:00,2.5128205128205128,659,Dormant,False
21490,SET OF THREE 50'S GIFT WRAPS,Stationery & Craft,637,1210.6,341.0949999999999,55,2009-12-01 10:59:00,2010-09-20 11:24:00,15.218430034129694,445,Dormant,False
21491,SET OF THREE VINTAGE GIFT WRAPS,Stationery & Craft,2878,5367.009999999999,1438.5399999999995,248,2009-12-01 09:28:00,2010-12-16 17:31:00,53.01578947368421,357,Dormant,False
21493,VINTAGE DESIGN GIFT TAGS,Stationery & Craft,272,252.45,90.61,29,2009-12-01 09:28:00,2010-09-30 12:16:00,6.283828382838284,435,Dormant,False
21494,ROTATING LEAVES T-LIGHT HOLDER,Candles & Fragrance,3833,6449.0,1995.0540000000003,501,2009-12-01 14:28:00,2011-12-09 10:26:00,36.40569877883311,0,Medium,False
21495,SKULLS AND CROSSBONES WRAP,Stationery & Craft,12465,5119.3,1454.59,376,2009-12-01 11:45:00,2011-12-08 15:03:00,118.3921302578019,0,Fast,True
21496,WOODLAND CREATURES  WRAP,Stationery & Craft,25,10.5,3.15,1,2009-12-17 11:11:00,2009-12-17 11:11:00,25.0,722,Dormant,False
21497,FANCY FONTS BIRTHDAY WRAP,Stationery & Craft,17500,6978.0,1833.0,485,2009-12-01 14:40:00,2011-12-09 12:16:00,166.21438263229308,0,Fast,True
