customer_id,recency_days,frequency,lifetime_value,first_purchase,country,avg_order_value,cluster,segment
13433,501,4,658.3199999999999,2010-01-12 08:59:00,United Kingdom,164.57999999999998,0,Regular
13434,74,5,1666.86,2010-02-22 09:54:00,United Kingdom,333.372,0,Regular
13435,5,9,4447.33,2010-07-27 16:56:00,United Kingdom,494.1477777777778,1,Premium
13436,2,1,196.89,2011-12-08 10:33:00,United Kingdom,196.89,2,Occasional
13437,14,7,3408.06,2011-06-02 14:30:00,United Kingdom,486.8657142857143,1,Premium
13438,547,1,46.5,2010-06-10 18:46:00,United Kingdom,46.5,3,Inactive
13439,255,3,986.61,2010-07-01 14:36:00,United Kingdom,328.87,0,Regular
13440,423,7,1295.25,2010-09-14 10:34:00,United Kingdom,185.03571428571428,0,Regular
13441,92,2,720.9,2010-10-04 10:38:00,United Kingdom,360.45,2,Occasional
13442,667,3,419.87,2009-12-01 14:59:00,United Kingdom,139.95666666666668,3,Inactive
13443,449,6,1269.37,2010-01-31 13:30:00,United Kingdom,211.5616666666667,0,Regular
13444,374,2,619.08,2010-07-21 14:34:00,United Kingdom,309.54,3,Inactive
13445,626,1,241.9,2010-03-23 15:34:00,United Kingdom,241.9,3,Inactive
13446,430,11,3881.89,2010-02-14 11:52:00,United Kingdom,352.8990909090909,0,Regular
13447,23,3,1129.14,2011-11-04 10:10:00,United Kingdom,376.38000000000005,2,Occasional
13448,17,12,8386.22,2009-12-06 12:14:00,United Kingdom,698.8516666666666,1,Premium
13449,24,1,291.88,2011-11-16 08:28:00,United Kingdom,291.88,2,Occasional
13450,27,13,4120.04,2010-04-15 19:15:00,United Kingdom,316.92615384615385,1,Premium
13451,26,11,7088.92,2010-03-21 16:13:00,United Kingdom,644.4472727272728,1,Premium
13452,259,3,729.8,2010-08-24 09:53:00,United Kingdom,243.26666666666665,0,Regular
13453,166,3,781.6899999999999,2010-11-02 13:23:00,United Kingdom,260.56333333333333,0,Regular
13454,641,1,219.87,2010-03-08 14:40:00,United Kingdom,219.87,3,Inactive
13455,25,6,2212.99,2009-12-09 08:58:00,United Kingdom,368.8316666666667,2,Occasional
13456,18,6,1766.72,2011-05-16 15:34:00,United Kingdom,294.4533333333333,2,Occasional
13457,689,2,148.22,2009-12-02 12:46:00,United Kingdom,74.11,3,Inactive
13458,7,16,11959.27,2010-11-16 14:01:00,United Kingdom,747.454375,1,Premium
13459,625,2,1160.41,2010-01-26 13:35:00,United Kingdom,580.2049999999999,0,Regular
13460,29,2,183.44,2011-10-21 09:50:00,United Kingdom,91.72,2,Occasional
13461,39,6,4160.0,2010-04-21 16:01:00,United Kingdom,693.3333333333334,1,Premium
13462,253,5,1153.85,2009-12-14 09:48:00,United Kingdom,230.77,0,Regular
13464,58,6,3097.64,2010-03-31 15:22:00,United Kingdom,516.2733333333333,0,Regular
13465,446,2,931.12,2010-05-02 15:30:00,United Kingdom,465.56,0,Regular
13466,184,5,1013.35,2010-03-21 13:50:00,United Kingdom,202.67,0,Regular
13467,11,2,1071.91,2011-11-03 16:56:00,United Kingdom,535.955,2,Occasional
13468,2,72,12793.28,2009-12-03 13:32:00,United Kingdom,177.68444444444447,1,Premium
13469,653,1,82.4,2010-02-24 15:03:00,United Kingdom,82.4,3,Inactive
13470,99,2,165.0,2011-08-16 17:06:00,United Kingdom,82.5,3,Inactive
13471,1,4,2501.84,2011-10-23 13:10:00,United Kingdom,625.46,2,Occasional
13472,464,2,592.24,2010-06-02 09:48:00,United Kingdom,296.12,3,Inactive
13473,61,8,2657.76,2009-12-15 19:02:00,United Kingdom,332.22,0,Regular
13474,236,3,646.59,2010-08-01 14:40:00,United Kingdom,215.53,0,Regular
13475,191,4,1431.78,2011-02-14 12:36:00,United Kingdom,357.945,0,Regular
13476,179,5,2061.4700000000003,2010-03-05 09:39:00,United Kingdom,412.294,0,Regular
13477,38,11,2819.17,2010-01-25 11:52:00,United Kingdom,256.28818181818184,1,Premium
13478,469,5,2215.78,2010-01-31 15:51:00,United Kingdom,443.15600000000006,0,Regular
13479,201,4,851.37,2010-08-19 16:18:00,United Kingdom,212.8425,0,Regular
13480,417,2,627.82,2010-01-29 12:35:00,United Kingdom,313.91,3,Inactive
13481,46,11,3830.84,2009-12-04 12:37:00,United Kingdom,348.2581818181818,1,Premium
13482,232,2,336.09,2010-03-22 10:31:00,United Kingdom,168.045,3,Inactive
13483,66,1,140.34,2011-10-05 11:53:00,United Kingdom,140.34,3,Inactive
13484,241,3,790.72,2010-03-10 11:46:00,United Kingdom,263.5733333333333,0,Regular
13485,233,11,3015.2200000000003,2009-12-03 13:46:00,United Kingdom,274.1109090909091,0,Regular
13486,78,3,1122.41,2011-07-07 17:19:00,United Kingdom,374.1366666666667,0,Regular
13487,58,5,846.87,2009-12-05 10:25:00,United Kingdom,169.374,0,Regular
13488,17,23,14205.96,2010-01-25 10:13:00,United Kingdom,617.6504347826086,1,Premium
13489,105,4,449.52,2011-02-18 10:42:00,United Kingdom,112.38,0,Regular
13490,654,1,154.25,2010-02-23 14:48:00,United Kingdom,154.25,3,Inactive
13491,52,27,4467.66,2009-12-07 08:24:00,United Kingdom,165.46888888888887,1,Premium
13492,136,3,1269.84,2011-05-09 10:06:00,Switzerland,423.28,0,Regular
13493,275,2,498.63,2011-02-25 16:42:00,Switzerland,249.315,3,Inactive
13494,312,1,316.26000000000005,2011-02-01 11:58:00,United Kingdom,316.26000000000005,3,Inactive
13495,8,10,4863.31,2009-12-07 12:12:00,United Kingdom,486.331,1,Premium
13496,11,2,653.33,2010-12-15 10:17:00,United Kingdom,326.665,2,Occasional
13497,283,6,1166.83,2010-02-08 10:27:00,United Kingdom,194.47166666666664,0,Regular
13498,730,1,327.38,2009-12-09 15:26:00,United Kingdom,327.38,3,Inactive
13499,18,5,1159.11,2011-03-15 08:52:00,United Kingdom,231.822,2,Occasional
13500,23,4,1466.3,2010-11-03 13:16:00,United Kingdom,366.575,2,Occasional
13501,288,3,2885.11,2010-05-18 13:24:00,Switzerland,961.7033333333334,0,Regular
13502,17,5,780.5,2010-06-09 10:52:00,United Kingdom,156.1,2,Occasional
13503,71,5,1778.04,2010-02-16 13:49:00,United Kingdom,355.608,0,Regular
13504,64,1,295.93,2011-10-06 13:20:00,United Kingdom,295.93,3,Inactive
13505,73,4,3633.63,2011-04-21 12:07:00,Switzerland,908.4075,0,Regular
13506,316,5,1338.08,2010-09-05 12:33:00,United Kingdom,267.616,0,Regular
13507,3,4,2479.16,2011-07-17 11:50:00,United Kingdom,619.79,2,Occasional
13508,244,2,287.05,2010-03-07 11:58:00,United Kingdom,143.525,3,Inactive
13509,9,7,1099.72,2010-07-20 12:10:00,United Kingdom,157.10285714285715,2,Occasional
13510,1,11,4558.29,2009-12-21 11:53:00,United Kingdom,414.39,1,Premium
13511,677,1,282.76,2010-02-01 12:10:00,United Kingdom,282.76,3,Inactive
13512,261,4,713.39,2010-05-05 13:22:00,United Kingdom,178.3475,0,Regular
13513,127,3,824.59,2010-02-22 16:36:00,United Kingdom,274.86333333333334,0,Regular
13514,74,4,815.9000000000001,2010-01-26 15:11:00,United Kingdom,203.975,0,Regular
13515,73,6,1265.82,2010-03-05 11:58:00,United Kingdom,210.97,0,Regular
13516,21,4,1685.26,2010-10-18 08:52:00,United Kingdom,421.315,2,Occasional
13517,60,3,2128.42,2011-06-13 08:44:00,United Kingdom,709.4733333333334,0,Regular
13518,86,1,627.16,2011-09-15 10:29:00,United Kingdom,627.16,3,Inactive
13519,78,2,343.21,2010-09-23 11:45:00,United Kingdom,171.605,2,Occasional
13520,59,11,5446.0,2009-12-17 11:11:00,Switzerland,495.09090909090907,1,Premium
13521,1,3,1070.47,2011-11-29 15:09:00,United Kingdom,356.8233333333333,2,Occasional
13522,30,1,125.8,2011-11-09 15:11:00,United Kingdom,125.8,2,Occasional
13523,33,6,4534.57,2010-11-02 14:55:00,United Kingdom,755.7616666666667,1,Premium
13524,41,5,680.1800000000001,2011-05-04 12:26:00,United Kingdom,136.036,2,Occasional
13525,15,2,628.78,2011-04-05 15:36:00,United Kingdom,314.39,2,Occasional
13526,738,2,1182.0,2009-12-01 12:56:00,United Kingdom,591.0,0,Regular
13527,34,12,4541.29,2010-01-21 12:37:00,United Kingdom,378.4408333333333,1,Premium
13529,79,2,307.76,2011-05-19 11:50:00,United Kingdom,153.88,3,Inactive
13530,634,1,402.98,2010-03-15 14:10:00,United Kingdom,402.98,3,Inactive
13531,205,6,1433.07,2009-12-03 15:20:00,United Kingdom,238.845,0,Regular
13532,34,1,210.31,2011-11-06 12:25:00,United Kingdom,210.31,2,Occasional
13533,183,3,269.09,2011-03-17 12:47:00,United Kingdom,89.69666666666666,3,Inactive
13534,2,35,7720.9,2010-07-07 15:00:00,United Kingdom,220.59714285714284,1,Premium
13535,403,1,89.5,2010-11-02 11:49:00,United Kingdom,89.5,3,Inactive
13536,1,7,3444.39,2011-09-25 13:30:00,United Kingdom,492.0557142857143,1,Premium
13537,426,2,717.85,2010-09-14 10:41:00,United Kingdom,358.925,3,Inactive
13538,43,12,3103.13,2010-02-02 12:47:00,United Kingdom,258.5941666666667,1,Premium
13539,86,7,1569.36,2010-04-28 12:04:00,United Kingdom,224.1942857142857,0,Regular
13540,467,3,632.39,2010-02-22 09:22:00,United Kingdom,210.79666666666665,0,Regular
13541,427,2,785.25,2010-05-18 16:15:00,United Kingdom,392.625,3,Inactive
13542,377,17,3959.49,2009-12-10 19:53:00,United Kingdom,232.91117647058823,0,Regular
13543,634,2,1439.61,2010-01-21 14:30:00,United Kingdom,719.8050000000001,0,Regular
13544,40,6,790.2,2010-03-05 11:31:00,United Kingdom,131.70000000000002,2,Occasional
13545,391,2,364.93,2010-06-13 11:49:00,United Kingdom,182.465,3,Inactive
13546,12,5,1086.24,2010-10-11 17:23:00,United Kingdom,217.248,2,Occasional
13547,408,1,164.53,2010-10-27 14:14:00,United Kingdom,164.53,3,Inactive
13548,96,3,901.44,2010-08-25 13:44:00,United Kingdom,300.48,0,Regular
13549,26,8,1005.8,2010-11-17 12:17:00,United Kingdom,125.725,2,Occasional
13550,383,1,342.55,2010-11-21 15:24:00,United Kingdom,342.55,3,Inactive
13551,319,2,244.2,2010-02-11 15:01:00,United Kingdom,122.1,3,Inactive
13552,66,22,6948.92,2010-02-19 13:28:00,United Kingdom,315.86,1,Premium
13553,675,1,499.6,2010-02-03 12:21:00,United Kingdom,499.6,3,Inactive
13554,380,7,1629.35,2010-09-19 12:39:00,United Kingdom,232.7642857142857,0,Regular
13555,74,13,8891.84,2010-01-19 13:20:00,United Kingdom,683.9876923076923,1,Premium
13556,429,2,200.82,2010-09-30 09:01:00,United Kingdom,100.41,3,Inactive
13557,28,13,3032.26,2009-12-08 17:41:00,United Kingdom,233.25076923076924,1,Premium
13558,6,4,594.52,2011-10-02 13:01:00,United Kingdom,148.63,2,Occasional
13559,513,2,990.0,2010-06-14 11:52:00,United Kingdom,495.0,0,Regular
13560,7,1,171.42000000000002,2011-12-02 13:11:00,United Kingdom,171.42000000000002,2,Occasional
13561,216,11,1803.4,2010-02-28 13:42:00,United Kingdom,163.94545454545457,0,Regular
13562,82,8,4838.18,2010-01-14 16:33:00,United Kingdom,604.7725,0,Regular
13563,84,2,777.53,2011-07-22 17:21:00,United Kingdom,388.765,2,Occasional
13564,354,36,15880.22,2009-12-02 11:55:00,United Kingdom,441.1172222222222,1,Premium
13565,19,3,414.8,2010-10-24 15:51:00,United Kingdom,138.26666666666668,2,Occasional
13566,41,5,1684.75,2010-03-10 12:22:00,United Kingdom,336.95,0,Regular
13567,428,4,1079.29,2010-06-16 12:48:00,United Kingdom,269.8225,0,Regular
13568,173,1,187.05,2011-06-19 14:42:00,United Kingdom,187.05,3,Inactive
13569,17,4,725.04,2010-10-07 13:05:00,United Kingdom,181.26,2,Occasional
13570,243,1,239.49,2011-04-10 13:36:00,United Kingdom,239.49,3,Inactive
13571,13,26,4537.26,2009-12-08 13:02:00,United Kingdom,174.51000000000002,1,Premium
13572,206,1,1384.25,2011-05-18 11:59:00,United Kingdom,1384.25,0,Regular
13573,50,6,903.07,2010-03-12 16:06:00,United Kingdom,150.51166666666668,0,Regular
13574,411,1,404.45,2010-10-24 13:28:00,United Kingdom,404.45,3,Inactive
13575,23,5,732.0699999999999,2011-06-16 14:24:00,United Kingdom,146.414,2,Occasional
13576,10,28,11202.59,2009-12-08 15:12:00,United Kingdom,400.0925,1,Premium
13577,25,11,3484.28,2009-12-14 16:10:00,United Kingdom,316.75272727272727,1,Premium
13578,409,1,147.66,2010-10-26 13:44:00,United Kingdom,147.66,3,Inactive
13579,15,5,1374.34,2010-02-18 13:53:00,United Kingdom,274.868,2,Occasional
13580,406,1,107.75,2010-10-29 15:01:00,United Kingdom,107.75,3,Inactive
13581,309,2,280.53000000000003,2010-10-21 16:30:00,United Kingdom,140.265,3,Inactive
13582,390,2,241.68,2010-04-01 11:38:00,United Kingdom,120.84,3,Inactive
13583,156,2,1445.03,2010-01-29 13:53:00,United Kingdom,722.515,0,Regular
13584,307,3,385.7,2010-02-02 08:40:00,United Kingdom,128.56666666666666,3,Inactive
13585,531,3,684.54,2009-12-01 14:56:00,United Kingdom,228.18,0,Regular
13586,541,1,127.28,2010-06-16 13:47:00,United Kingdom,127.28,3,Inactive
13587,64,4,1673.5,2010-02-14 13:17:00,United Kingdom,418.375,0,Regular
13588,16,9,2478.95,2011-03-29 15:53:00,United Kingdom,275.43888888888887,1,Premium
13589,15,6,1120.74,2009-12-06 10:26:00,United Kingdom,186.79,2,Occasional
13590,11,18,6336.04,2009-12-01 13:37:00,United Kingdom,352.0022222222222,1,Premium
13591,65,7,2093.94,2009-12-14 15:44:00,United Kingdom,299.13428571428574,0,Regular
13592,36,4,247.96,2011-03-20 14:01:00,United Kingdom,61.99,2,Occasional
13593,108,14,5493.29,2010-03-02 16:36:00,United Kingdom,392.3778571428571,1,Premium
13594,53,2,533.32,2010-08-11 10:23:00,United Kingdom,266.66,2,Occasional
13595,517,3,784.48,2010-03-03 14:42:00,United Kingdom,261.49333333333334,0,Regular
13596,6,2,664.11,2011-11-27 11:57:00,United Kingdom,332.055,2,Occasional
13597,400,2,396.71,2010-11-02 09:30:00,United Kingdom,198.355,3,Inactive
13598,47,5,761.96,2010-02-26 11:22:00,United Kingdom,152.392,2,Occasional
13599,1,33,9811.04,2009-12-01 12:30:00,United Kingdom,297.30424242424243,1,Premium
13600,312,2,518.42,2010-03-15 17:16:00,United Kingdom,259.21,3,Inactive
13601,45,4,1159.99,2010-06-11 15:03:00,United Kingdom,289.9975,2,Occasional
13602,65,4,1025.17,2010-05-28 11:49:00,United Kingdom,256.2925,0,Regular
13603,26,1,164.34,2011-11-13 15:57:00,United Kingdom,164.34,2,Occasional
13604,659,1,717.62,2010-02-19 12:02:00,United Kingdom,717.62,3,Inactive
13605,387,2,522.67,2010-05-17 15:46:00,United Kingdom,261.335,3,Inactive
13606,29,3,276.75,2011-02-01 11:42:00,United Kingdom,92.25,2,Occasional
13607,40,2,1075.81,2010-11-02 11:48:00,United Kingdom,537.905,2,Occasional
13608,541,1,232.05,2010-06-17 12:28:00,United Kingdom,232.05,3,Inactive
13609,593,1,167.35,2010-04-25 13:26:00,United Kingdom,167.35,3,Inactive
13610,12,14,2102.46,2010-01-05 14:12:00,United Kingdom,150.1757142857143,1,Premium
13611,89,10,3297.9300000000003,2009-12-03 07:57:00,United Kingdom,329.793,0,Regular
13612,633,1,818.29,2010-03-17 12:14:00,United Kingdom,818.29,3,Inactive
13613,453,5,1039.85,2010-02-17 12:40:00,United Kingdom,207.97000000000003,0,Regular
13614,24,6,2332.74,2010-06-06 13:42:00,United Kingdom,388.79,2,Occasional
13615,319,8,6272.53,2010-01-28 15:43:00,United Kingdom,784.06625,0,Regular
13616,568,2,283.85,2010-01-17 14:56:00,United Kingdom,141.925,3,Inactive
13617,40,8,1278.75,2010-08-01 15:23:00,United Kingdom,159.84375,0,Regular
13618,174,1,177.34,2011-06-19 11:09:00,United Kingdom,177.34,3,Inactive
13619,545,2,223.44,2010-02-03 14:16:00,United Kingdom,111.72,3,Inactive
13620,528,1,112.34,2010-06-29 15:02:00,United Kingdom,112.34,3,Inactive
13621,117,1,213.85,2011-08-15 08:26:00,United Kingdom,213.85,3,Inactive
13622,696,1,658.95,2010-01-12 13:22:00,United Kingdom,658.95,3,Inactive
13623,31,10,2533.06,2009-12-02 13:57:00,United Kingdom,253.306,1,Premium
13624,388,1,462.08,2010-11-16 13:43:00,United Kingdom,462.08,3,Inactive
13625,597,1,301.26,2010-04-22 10:50:00,United Kingdom,301.26,3,Inactive
13626,253,2,707.04,2010-11-25 16:12:00,United Kingdom,353.52,3,Inactive
13627,59,7,2245.9,2010-03-09 14:03:00,United Kingdom,320.8428571428572,0,Regular
13628,676,1,310.14,2010-02-01 14:44:00,United Kingdom,310.14,3,Inactive
13629,23,19,13370.86,2010-02-11 17:34:00,United Kingdom,703.7294736842106,1,Premium
13630,5,7,2031.78,2011-02-27 12:49:00,United Kingdom,290.2542857142857,1,Premium
13631,100,11,3070.42,2011-03-17 17:13:00,United Kingdom,279.1290909090909,0,Regular
13632,25,8,3645.81,2010-04-07 10:59:00,United Kingdom,455.72625,1,Premium
13634,33,15,4988.08,2010-01-10 14:26:00,United Kingdom,332.53866666666664,1,Premium
13635,68,4,2999.16,2009-12-01 09:46:00,United Kingdom,749.79,0,Regular
13636,37,5,949.12,2011-02-27 14:29:00,United Kingdom,189.824,2,Occasional
13637,52,3,803.05,2011-04-27 13:06:00,United Kingdom,267.68333333333334,2,Occasional
13638,16,1,122.64,2011-11-24 10:38:00,United Kingdom,122.64,2,Occasional
13639,74,2,1346.27,2010-09-29 10:05:00,United Kingdom,673.135,0,Regular
13640,611,1,405.0,2010-04-07 15:33:00,United Kingdom,405.0,3,Inactive
13641,641,4,942.37,2009-12-05 13:17:00,United Kingdom,235.5925,0,Regular
13642,216,4,472.2,2010-10-03 12:23:00,United Kingdom,118.05,0,Regular
13643,31,10,2156.77,2009-12-08 12:48:00,United Kingdom,215.677,1,Premium
13644,16,4,2624.26,2011-08-26 11:53:00,United Kingdom,656.065,2,Occasional
13645,120,1,252.1,2011-08-11 16:11:00,United Kingdom,252.1,3,Inactive
13646,400,2,326.25,2010-11-05 12:00:00,United Kingdom,163.125,3,Inactive
13647,10,8,3041.68,2010-04-15 12:55:00,United Kingdom,380.21,1,Premium
13648,400,8,1759.07,2009-12-01 18:13:00,United Kingdom,219.88375,0,Regular
13649,257,6,1453.68,2010-06-30 16:35:00,United Kingdom,242.28,0,Regular
13650,17,10,3288.0,2010-01-26 08:44:00,United Kingdom,328.8,1,Premium
13651,40,2,211.85,2010-11-23 09:44:00,United Kingdom,105.925,2,Occasional
13652,46,5,2262.05,2010-02-25 17:37:00,United Kingdom,452.41,0,Regular
13653,488,1,152.2,2010-08-09 08:19:00,United Kingdom,152.2,3,Inactive
13654,43,11,6308.0,2009-12-02 11:43:00,United Kingdom,573.4545454545455,1,Premium
13655,114,6,2280.51,2010-04-27 09:59:00,United Kingdom,380.085,0,Regular
13656,165,4,1078.85,2010-04-23 12:50:00,United Kingdom,269.7125,0,Regular
13657,11,2,382.14,2011-05-22 12:35:00,United Kingdom,191.07,2,Occasional
13658,10,9,6025.5,2010-02-05 13:17:00,United Kingdom,669.5,1,Premium
13659,206,12,4884.68,2010-02-17 09:05:00,United Kingdom,407.0566666666667,0,Regular
13660,400,1,306.64,2010-11-04 16:10:00,United Kingdom,306.64,3,Inactive
13661,603,1,325.24,2010-04-15 14:58:00,United Kingdom,325.24,3,Inactive
13662,86,11,2233.61,2010-02-19 13:21:00,United Kingdom,203.05545454545452,0,Regular
13663,179,5,2047.51,2010-03-03 10:11:00,United Kingdom,409.502,0,Regular
13665,386,3,1711.66,2010-07-23 13:29:00,United Kingdom,570.5533333333333,0,Regular
13666,60,5,127.05,2009-12-04 10:48:00,United Kingdom,25.41,2,Occasional
13667,149,1,299.05,2011-07-13 15:42:00,United Kingdom,299.05,3,Inactive
13668,3,35,12948.48,2009-12-11 14:28:00,United Kingdom,369.9565714285714,1,Premium
13669,51,3,413.55,2010-10-28 15:05:00,United Kingdom,137.85,2,Occasional
13670,75,1,349.7,2011-09-25 15:25:00,United Kingdom,349.7,3,Inactive
13671,395,1,172.6,2010-11-10 10:50:00,United Kingdom,172.6,3,Inactive
13672,301,3,419.92,2009-12-09 11:40:00,United Kingdom,139.97333333333333,3,Inactive
13673,19,2,387.44,2011-11-07 15:40:00,United Kingdom,193.72,2,Occasional
13674,433,1,240.68,2010-10-03 10:41:00,United Kingdom,240.68,3,Inactive
13675,151,2,486.8200000000001,2011-02-28 12:14:00,United Kingdom,243.41000000000005,3,Inactive
13676,539,2,243.9,2010-03-30 16:53:00,United Kingdom,121.95,3,Inactive
13677,405,2,551.24,2010-07-07 17:25:00,United Kingdom,275.62,3,Inactive
13678,152,1,232.6,2011-07-11 10:14:00,United Kingdom,232.6,3,Inactive
13679,494,3,281.26,2009-12-04 16:52:00,United Kingdom,93.75333333333332,3,Inactive
13680,1,12,11419.67,2009-12-04 14:14:00,United Kingdom,951.6391666666668,1,Premium
13681,18,4,827.83,2011-07-07 15:21:00,United Kingdom,206.9575,2,Occasional
13682,187,1,59.5,2011-06-05 14:06:00,United Kingdom,59.5,3,Inactive
13683,458,1,258.6,2010-09-08 10:00:00,United Kingdom,258.6,3,Inactive
13684,286,4,594.88,2010-03-28 14:48:00,United Kingdom,148.72,0,Regular
13685,3,7,3119.44,2011-10-10 12:59:00,United Kingdom,445.63428571428574,1,Premium
13686,183,3,409.04,2010-11-03 13:44:00,United Kingdom,136.34666666666666,3,Inactive
13687,438,1,9984.84,2010-09-27 16:30:00,United Kingdom,9984.84,0,Regular
13688,635,1,375.5,2010-03-14 14:11:00,United Kingdom,375.5,3,Inactive
13689,63,2,1259.5,2010-09-21 10:27:00,United Kingdom,629.75,2,Occasional
13690,59,1,172.25,2011-10-11 15:03:00,United Kingdom,172.25,3,Inactive
13691,396,1,210.78,2010-11-08 17:34:00,United Kingdom,210.78,3,Inactive
13692,25,5,3114.4,2010-10-15 13:28:00,United Kingdom,622.88,2,Occasional
13693,374,9,2011.82,2009-12-07 11:29:00,United Kingdom,223.5355555555556,0,Regular
13694,4,143,195640.69,2009-12-04 15:26:00,United Kingdom,1368.116713286713,1,Premium
13695,31,16,2770.73,2010-05-11 11:07:00,United Kingdom,173.170625,1,Premium
13696,422,3,2020.4,2010-02-11 14:17:00,United Kingdom,673.4666666666667,0,Regular
13697,39,1,151.29999999999998,2011-11-01 09:14:00,United Kingdom,151.29999999999998,2,Occasional
13698,597,2,451.73,2010-01-27 09:02:00,United Kingdom,225.865,3,Inactive
13699,155,2,764.15,2010-06-07 13:03:00,United Kingdom,382.075,0,Regular
13700,26,13,2596.9700000000003,2010-02-07 10:53:00,United Kingdom,199.7669230769231,1,Premium
13701,447,1,161.0,2010-09-19 12:39:00,United Kingdom,161.0,3,Inactive
13702,446,1,135.18,2010-09-20 11:40:00,United Kingdom,135.18,3,Inactive
13703,318,2,425.56,2010-10-20 13:11:00,United Kingdom,212.78,3,Inactive
13704,5,9,2308.06,2011-09-12 14:40:00,United Kingdom,256.4511111111111,1,Premium
13705,8,7,1717.19,2010-03-25 17:19:00,United Kingdom,245.31285714285715,1,Premium
13706,303,2,631.17,2010-03-23 09:18:00,United Kingdom,315.585,3,Inactive
13707,267,5,3365.86,2010-06-21 11:57:00,United Kingdom,673.172,0,Regular
13708,271,1,283.33,2011-03-13 13:46:00,United Kingdom,283.33,3,Inactive
13709,4,18,7571.35,2010-01-11 10:40:00,United Kingdom,420.6305555555556,1,Premium
13710,32,3,509.52,2010-04-06 12:54:00,United Kingdom,169.84,2,Occasional
13711,219,9,1792.26,2009-12-15 19:04:00,United Kingdom,199.14,0,Regular
13712,247,2,766.42,2010-04-08 11:16:00,United Kingdom,383.21,3,Inactive
13713,408,3,740.76,2010-05-05 16:48:00,United Kingdom,246.92,0,Regular
13714,465,1,161.35,2010-08-31 13:57:00,United Kingdom,161.35,3,Inactive
13715,281,17,8153.04,2010-03-11 15:33:00,United Kingdom,479.5905882352941,1,Premium
13716,269,1,138.28,2011-03-15 13:49:00,United Kingdom,138.28,3,Inactive
13717,32,8,1763.3,2010-08-11 09:40:00,United Kingdom,220.4125,1,Premium
13718,246,2,306.55,2011-02-17 11:58:00,United Kingdom,153.275,3,Inactive
13719,15,11,2782.1,2010-05-17 14:36:00,United Kingdom,252.9181818181818,1,Premium
13720,117,4,799.9,2011-03-30 09:17:00,United Kingdom,199.975,0,Regular
13721,36,2,741.54,2010-11-09 17:59:00,United Kingdom,370.77,2,Occasional
13722,132,10,5635.41,2010-03-03 14:13:00,United Kingdom,563.5409999999999,0,Regular
13723,217,6,1194.08,2010-04-07 14:32:00,United Kingdom,199.0133333333333,0,Regular
13724,637,1,213.01,2010-03-12 15:28:00,United Kingdom,213.01,3,Inactive
13725,50,8,1980.56,2011-02-04 12:18:00,United Kingdom,247.57,0,Regular
13726,39,2,1079.66,2011-08-31 11:06:00,United Kingdom,539.8299999999999,2,Occasional
13727,29,8,1074.15,2009-12-09 13:25:00,United Kingdom,134.26875,2,Occasional
13728,37,16,2855.17,2009-12-09 17:13:00,United Kingdom,178.448125,1,Premium
13729,436,3,724.73,2010-01-24 14:57:00,United Kingdom,241.57666666666668,0,Regular
13730,136,2,752.6,2011-07-01 12:47:00,United Kingdom,376.3,0,Regular
13731,219,2,610.59,2011-04-07 10:10:00,United Kingdom,305.295,3,Inactive
13732,28,1,491.86,2011-11-11 15:49:00,United Kingdom,491.86,2,Occasional
13733,411,2,487.03,2009-12-04 15:28:00,United Kingdom,243.515,3,Inactive
13734,509,4,6695.6900000000005,2010-04-16 08:42:00,United Kingdom,1673.9225,0,Regular
13735,25,13,9762.77,2009-12-13 13:31:00,United Kingdom,750.9823076923077,1,Premium
13736,5,7,2752.47,2009-12-06 12:07:00,United Kingdom,393.21,1,Premium
13737,200,1,339.6,2011-05-23 16:32:00,United Kingdom,339.6,3,Inactive
13738,396,1,434.78,2010-11-08 15:23:00,United Kingdom,434.78,3,Inactive
13739,18,2,292.2,2010-06-30 10:25:00,United Kingdom,146.1,2,Occasional
13740,241,5,1582.77,2009-12-02 12:22:00,United Kingdom,316.554,0,Regular
13741,72,3,668.4300000000001,2011-05-06 13:43:00,United Kingdom,222.81000000000003,2,Occasional
13742,17,12,3107.87,2011-01-23 14:59:00,United Kingdom,258.9891666666667,1,Premium
13743,3,7,1341.6,2011-03-25 14:46:00,United Kingdom,191.65714285714284,2,Occasional
13744,95,2,1080.52,2011-02-20 14:08:00,United Kingdom,540.26,0,Regular
13745,162,2,777.36,2010-06-11 17:19:00,United Kingdom,388.68,0,Regular
13746,414,1,176.69,2010-10-22 11:55:00,United Kingdom,176.69,3,Inactive
13747,374,2,169.79999999999998,2010-10-11 09:15:00,United Kingdom,84.89999999999999,3,Inactive
13748,96,9,2064.35,2009-12-01 16:44:00,United Kingdom,229.3722222222222,0,Regular
13750,54,11,3602.1800000000003,2010-04-01 14:49:00,United Kingdom,327.4709090909091,1,Premium
13751,288,1,296.25,2011-02-24 15:56:00,United Kingdom,296.25,3,Inactive
13752,124,7,1579.8300000000002,2010-06-30 10:23:00,United Kingdom,225.69000000000003,0,Regular
13753,288,4,2094.57,2009-12-03 10:20:00,United Kingdom,523.6425,0,Regular
13754,152,3,447.05,2010-09-28 15:29:00,United Kingdom,149.01666666666668,3,Inactive
13755,4,9,2108.06,2011-10-07 15:45:00,United Kingdom,234.2288888888889,1,Premium
13756,2,23,8655.95,2009-12-15 15:18:00,United Kingdom,376.3456521739131,1,Premium
